Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2019-06-28;57764.0;26.6;20.0
2016-11-21;69100.0;12.9;7.8
2019-06-29;51831.0;26.9;20.1
2016-12-07;78691.0;5.7;5.9
2019-07-03;56006.0;22.1;20.4
2016-12-14;77085.0;5.9;5.3
2019-07-08;55633.0;21.6;20.7
2016-12-21;78830.0;4.8;4.9
2019-07-23;58626.0;28.3;21.2
2015-01-06;83923.0;2.9;4.6
2019-07-30;51628.0;20.5;21.2
2015-01-19;84276.0;2.9;5.0
2019-08-01;51436.0;20.6;21.2
2015-01-31;76217.0;3.3;5.5
2019-08-04;44238.0;23.1;21.1
2015-02-02;86151.0;2.5;5.6
2019-08-05;50121.0;22.6;21.0
2015-02-03;88669.0;0.8;5.7
2019-08-07;49484.0;21.3;20.9
2015-02-05;91413.0;1.0;5.8
2019-08-09;51399.0;23.8;20.8
2015-02-06;92006.0;0.3;5.9
2019-08-10;45038.0;21.9;20.8
2015-02-07;81611.0;1.4;5.9
2019-08-12;47082.0;17.8;20.7
2015-02-08;77048.0;3.4;6.0
2019-08-23;51100.0;21.7;19.8
2015-02-09;83904.0;2.8;6.0
2019-08-25;44722.0;23.5;19.5
2015-02-19;79083.0;4.3;6.6
2019-08-29;54808.0;21.5;19.1
2015-02-27;74951.0;6.1;7.1
2019-09-04;54064.0;18.5;18.4
2015-02-28;68752.0;5.8;7.2
2019-09-05;53001.0;16.3;18.3
2015-03-04;75419.0;6.0;7.5
2019-09-06;52498.0;15.5;18.2
2015-03-10;69349.0;9.5;7.9
2019-09-08;44904.0;14.6;17.9
2015-03-12;67929.0;9.1;8.1
2019-09-11;53688.0;17.4;17.5
2015-03-18;66893.0;10.7;8.6
2019-09-28;47775.0;16.8;15.3
2015-03-20;69886.0;8.5;8.8
2019-10-02;54717.0;14.7;14.8
2015-04-06;57627.0;8.2;10.7
2019-10-09;56835.0;13.7;13.9
2015-04-13;56299.0;14.7;11.6
2019-10-11;55375.0;15.3;13.6
2015-04-17;55772.0;13.9;12.1
2019-10-16;56947.0;13.8;13.0
2015-04-18;50030.0;12.7;12.3
2019-10-17;56623.0;14.5;12.8
2015-04-29;58583.0;10.7;13.7
2019-10-29;62734.0;11.9;11.1
2015-04-30;59356.0;11.4;13.8
2019-11-04;64045.0;11.7;10.3
2015-05-01;50574.0;12.2;14.0
2019-11-12;74456.0;6.8;9.1
2015-05-19;55878.0;12.1;16.1
2019-11-14;77772.0;5.4;8.8
2015-05-22;55554.0;13.8;16.4
2019-11-17;68554.0;5.1;8.4
2015-06-05;56689.0;23.1;17.9
2019-11-19;78480.0;5.3;8.1
2015-06-16;54312.0;17.2;19.0
2019-12-04;80512.0;2.6;6.2
2015-06-18;55116.0;18.4;19.1
2019-12-16;70548.0;10.3;5.2
2015-06-21;45658.0;19.1;19.4
2021-01-01;69893.0;2.0;4.6
2015-06-28;47552.0;21.8;20.0
2021-01-06;86296.0;2.0;4.6
2015-07-06;57327.0;23.7;20.6
2021-01-18;82095.0;4.1;4.9
2015-07-10;55936.0;22.0;20.8
2021-01-23;71514.0;4.9;5.2
2015-07-14;47911.0;22.1;21.0
2021-01-24;73777.0;3.4;5.2
2015-07-15;57233.0;23.7;21.0
2021-01-29;69277.0;10.9;5.4
2015-08-01;45535.0;19.2;21.2
2021-01-31;64963.0;8.5;5.5
2015-08-03;50850.0;24.2;21.1
2021-02-03;69391.0;10.7;5.7
2015-08-05;51158.0;22.9;21.0
2021-02-15;80626.0;6.2;6.4
2015-08-07;51667.0;23.5;20.9
2021-02-22;65199.0;11.8;6.8
2015-08-08;45898.0;21.5;20.9
2021-03-05;68558.0;6.9;7.5
2015-08-15;42846.0;17.5;20.4
2021-03-10;72475.0;6.7;7.9
2015-08-17;48231.0;17.9;20.3
2021-03-11;67049.0;10.7;8.0
2015-08-19;49490.0;18.7;20.1
2021-03-17;70050.0;7.8;8.5
2015-09-06;44809.0;14.9;18.2
2021-03-20;64564.0;5.1;8.8
2015-09-12;48571.0;17.7;17.4
2021-03-22;70002.0;6.7;9.0
2015-09-18;54747.0;15.1;16.6
2021-03-27;56659.0;9.1;9.5
2015-09-30;56028.0;13.9;15.1
2021-03-28;54440.0;10.2;9.7
2015-10-03;50248.0;13.7;14.7
2021-03-29;62007.0;13.2;9.8
2015-10-16;68347.0;7.5;13.0
2021-03-30;58273.0;15.3;9.9
2015-10-20;65308.0;10.4;12.4
2021-04-14;66087.0;7.3;11.7
2015-10-22;65180.0;11.7;12.1
2021-04-15;66068.0;6.8;11.9
2015-10-26;62512.0;12.6;11.6
2021-05-01;51109.0;9.3;14.0
2015-11-02;65608.0;11.1;10.6
2021-05-04;57729.0;11.9;14.3
2015-11-03;65605.0;12.8;10.4
2021-05-10;53114.0;14.7;15.1
2015-11-04;64464.0;13.8;10.3
2021-05-22;49967.0;12.4;16.4
2015-11-10;61692.0;12.4;9.4
2021-05-23;46987.0;12.9;16.6
2015-11-26;76061.0;7.0;7.2
2021-05-25;56215.0;12.5;16.8
2015-12-01;71624.0;10.4;6.5
2021-05-26;56695.0;13.2;16.9
2015-12-05;65981.0;6.9;6.1
2021-06-01;51608.0;20.1;17.5
2015-12-06;61785.0;9.9;6.0
2021-06-02;52934.0;19.5;17.6
2015-12-13;66265.0;6.2;5.4
2021-06-04;52720.0;17.6;17.8
2015-12-20;58259.0;11.4;4.9
2021-06-10;52834.0;21.2;18.4
2015-12-25;54764.0;10.6;4.7
2021-06-14;53959.0;23.2;18.8
2015-12-29;65062.0;9.1;4.6
2021-06-17;54980.0;22.2;19.1
2015-12-30;65761.0;8.2;4.6
2021-06-21;52924.0;19.4;19.4
2020-01-04;67013.0;6.7;4.6
2021-06-22;53341.0;17.2;19.5
2020-01-08;72099.0;9.4;4.7
2021-06-26;46804.0;18.9;19.8
2020-01-11;67959.0;5.8;4.7
2021-07-07;53531.0;18.5;20.6
2020-01-13;76154.0;6.9;4.8
2021-07-17;46655.0;20.1;21.1
2020-01-17;72341.0;8.3;4.9
2021-07-19;54280.0;24.3;21.1
2020-01-22;83469.0;3.2;5.1
2021-07-22;55154.0;24.0;21.2
2020-01-24;81098.0;4.0;5.2
2021-07-29;52340.0;19.8;21.2
2020-01-29;75589.0;7.6;5.4
2021-08-10;48172.0;20.6;20.8
2020-02-01;61658.0;11.5;5.6
2021-08-11;49200.0;21.7;20.7
2020-02-07;78346.0;6.1;5.9
2021-08-16;48551.0;19.4;20.4
2020-02-10;70774.0;11.6;6.1
2021-08-30;52806.0;17.8;19.0
2020-02-18;71406.0;7.6;6.5
2021-09-02;53764.0;19.4;18.6
2020-03-05;73344.0;9.0;7.5
2021-09-09;54134.0;20.7;17.8
2020-03-25;57067.0;6.8;9.3
2021-09-12;45167.0;18.7;17.4
2020-04-01;57290.0;7.9;10.1
2021-09-17;52442.0;17.8;16.8
2020-04-12;42907.0;15.6;11.5
2021-09-30;53880.0;13.1;15.1
2020-04-14;49568.0;10.9;11.7
2021-10-06;56407.0;12.9;14.3
2020-04-21;49228.0;14.6;12.7
2021-10-10;49254.0;12.3;13.8
2020-05-06;48477.0;16.2;14.6
2021-10-11;56581.0;12.2;13.6
2020-05-08;43231.0;17.9;14.8
2021-10-12;58370.0;11.6;13.5
2020-05-15;51886.0;12.9;15.7
2021-10-17;51974.0;11.4;12.8
2020-05-20;49408.0;20.1;16.2
2021-10-22;59943.0;10.2;12.1
2020-05-21;43647.0;21.4;16.3
2021-10-28;61381.0;11.8;11.3
2020-05-27;49816.0;19.6;17.0
2021-10-29;59202.0;13.3;11.1
2020-05-30;43899.0;19.1;17.3
2021-11-03;66315.0;8.7;10.4
2020-06-03;51055.0;19.2;17.7
2021-11-05;67147.0;7.8;10.1
2020-06-19;51586.0;17.0;19.2
2021-11-09;70296.0;7.3;9.5
2020-06-23;52448.0;22.3;19.6
2021-11-10;71453.0;7.1;9.4
2020-07-05;45025.0;21.4;20.5
2021-11-16;71536.0;7.9;8.5
2020-07-17;53259.0;20.3;21.1
2021-11-17;70885.0;8.6;8.4
2020-07-22;54012.0;21.6;21.2
2021-11-21;64526.0;6.6;7.8
2020-07-25;47309.0;21.6;21.2
2021-11-23;76084.0;6.0;7.5
2020-07-30;54326.0;25.1;21.2
2021-12-02;82018.0;4.9;6.4
2020-07-31;54727.0;27.1;21.2
2021-12-06;79848.0;5.7;6.0
2020-08-15;44515.0;22.5;20.4
2021-12-12;68064.0;7.2;5.5
2020-08-16;42671.0;21.3;20.4
2021-12-22;84567.0;1.0;4.8
2020-08-17;48739.0;20.6;20.3
2021-12-26;60072.0;9.0;4.7
2020-08-24;50911.0;19.2;19.6
2021-12-28;64874.0;11.3;4.7
2020-08-30;44225.0;15.7;19.0
2021-12-29;62823.0;12.6;4.6
2020-09-02;52437.0;17.3;18.6
2020-09-05;46571.0;18.7;18.3
2020-09-08;52553.0;19.0;17.9
2020-09-11;52808.0;20.1;17.5
2020-09-18;53103.0;21.5;16.6
2020-09-19;47514.0;21.4;16.5
2020-09-22;52141.0;18.2;16.1
2020-09-24;52402.0;15.3;15.9
2020-09-30;55317.0;15.3;15.1
2020-10-01;55925.0;14.0;15.0
2020-10-15;64734.0;9.3;13.1
2020-10-23;57843.0;14.5;12.0
2020-10-25;52421.0;12.2;11.7
2020-11-06;63578.0;10.0;10.0
2020-11-08;52217.0;13.6;9.7
2020-11-11;55657.0;11.0;9.2
2020-11-15;54001.0;13.2;8.7
2020-11-21;62649.0;5.6;7.8
2020-11-27;67068.0;8.9;7.0
2020-12-03;75378.0;6.2;6.3
2020-12-04;74063.0;5.5;6.2
2020-12-14;72144.0;9.2;5.3
2020-12-27;69230.0;4.5;4.7
2014-01-02;69289.0;9.6;4.6
2014-01-04;65410.0;8.9;4.6
2014-01-08;71248.0;10.5;4.7
2014-01-09;73387.0;9.9;4.7
2014-01-11;66121.0;7.4;4.7
2014-01-15;79110.0;6.2;4.8
2014-01-21;81228.0;4.4;5.1
2014-01-27;81124.0;5.6;5.3
2014-01-30;80637.0;4.8;5.5
2014-02-15;66754.0;9.6;6.4
2014-02-16;65187.0;7.3;6.4
2014-02-19;74027.0;8.8;6.6
2014-03-07;70918.0;8.4;7.7
2014-03-10;64037.0;11.0;7.9
2014-03-20;62247.0;12.1;8.8
2014-03-23;60684.0;6.5;9.1
2014-04-10;59158.0;12.7;11.2
2014-04-18;57548.0;11.9;12.3
2014-04-30;58398.0;12.6;13.8
2014-05-10;49746.0;14.9;15.1
2014-05-13;57949.0;11.1;15.4
2014-05-17;48585.0;15.6;15.9
2014-05-24;49250.0;13.2;16.7
2014-06-08;45072.0;22.3;18.2
2014-06-12;55669.0;22.0;18.6
2014-06-15;44896.0;17.3;18.9
2014-06-17;54306.0;16.9;19.1
2014-07-01;54473.0;18.9;20.2
2014-07-03;55867.0;22.1;20.4
2014-07-11;55469.0;17.4;20.9
2014-07-12;47941.0;18.1;20.9
2014-07-25;54528.0;21.8;21.2
2014-07-31;52455.0;20.7;21.2
2014-08-05;49070.0;20.4;21.0
2014-08-29;53766.0;19.1;19.1
2014-09-01;53258.0;17.6;18.8
2014-09-03;54343.0;18.6;18.5
2014-09-05;54701.0;19.6;18.3
2014-09-15;54029.0;18.9;17.0
2014-09-21;44869.0;18.0;16.3
2014-09-24;55282.0;13.9;15.9
2014-09-29;54597.0;18.0;15.2
2014-10-05;47182.0;13.3;14.4
2014-10-08;57875.0;17.3;14.0
2014-10-16;57791.0;16.6;13.0
2014-10-22;60402.0;10.9;12.1
2014-10-28;62707.0;11.9;11.3
2014-10-30;60558.0;13.9;11.0
2014-10-31;57627.0;14.8;10.8
2014-11-02;51258.0;14.1;10.6
2014-11-20;72084.0;8.9;8.0
2014-11-24;68172.0;11.8;7.4
2014-11-25;69258.0;11.0;7.3
2014-11-27;68796.0;10.6;7.0
2014-11-28;65555.0;12.5;6.9
2014-12-08;80196.0;5.6;5.8
2014-12-12;74788.0;8.3;5.5
2014-12-19;68985.0;10.6;5.0
2014-12-25;61136.0;6.8;4.7
2021-01-17;73117.0;5.2;4.9
2021-01-19;83179.0;5.0;5.0
2021-01-30;64651.0;9.1;5.5
2021-02-02;68114.0;11.2;5.6
2021-02-06;63913.0;8.8;5.9
2021-02-14;78482.0;1.2;6.3
2021-02-16;75687.0;8.7;6.4
2021-02-17;71407.0;9.5;6.5
2021-02-25;62022.0;11.2;7.0
2021-03-06;63684.0;5.6;7.6
2021-03-09;73896.0;5.9;7.8
2021-03-13;61994.0;8.6;8.2
2021-03-15;68807.0;8.5;8.3
2021-03-19;71418.0;5.7;8.7
2021-03-21;64232.0;6.1;8.9
2021-03-24;67393.0;9.3;9.2
2021-04-04;51577.0;8.8;10.5
2021-04-07;70600.0;4.8;10.8
2021-04-13;67156.0;7.1;11.6
2021-04-20;59076.0;11.8;12.5
2021-04-23;54869.0;13.8;12.9
2021-04-26;54718.0;12.7;13.3
2021-05-02;50964.0;9.3;14.1
2021-05-05;57479.0;10.9;14.5
2021-05-07;58001.0;12.1;14.7
2021-05-14;52260.0;11.9;15.6
2021-05-19;56485.0;12.2;16.1
2021-05-21;55370.0;13.5;16.3
2021-05-27;54167.0;15.2;17.0
2021-05-30;43549.0;18.1;17.3
2021-06-03;52724.0;19.6;17.7
2021-06-08;52453.0;19.7;18.2
2021-06-13;45449.0;22.3;18.7
2021-06-20;44975.0;19.8;19.3
2021-07-04;45024.0;18.7;20.4
2021-07-09;52871.0;18.6;20.7
2021-07-12;53360.0;18.5;20.9
2021-07-20;54687.0;23.9;21.2
2021-07-30;51389.0;19.5;21.2
2021-08-05;48511.0;18.9;21.0
2021-08-08;42049.0;17.8;20.9
2021-08-15;44112.0;22.7;20.4
2021-08-19;49571.0;18.5;20.1
2021-08-26;52142.0;18.7;19.4
2021-09-01;53827.0;18.6;18.8
2021-09-03;53445.0;20.2;18.5
2021-09-05;45634.0;21.5;18.3
2021-09-08;54730.0;22.4;17.9
2021-09-15;54315.0;19.8;17.0
2021-09-16;53251.0;18.2;16.9
2021-09-23;52614.0;16.3;16.0
2021-10-05;55722.0;13.4;14.4
2021-10-20;57101.0;16.7;12.4
2021-10-21;58308.0;13.4;12.3
2021-11-01;54841.0;11.3;10.7
2021-11-02;64189.0;9.9;10.6
2021-11-04;68579.0;7.6;10.3
2021-11-14;58771.0;10.5;8.8
2021-11-20;64268.0;6.8;8.0
2021-11-26;76567.0;5.2;7.2
2021-11-29;83595.0;3.2;6.8
2021-11-30;82177.0;5.0;6.7
2021-12-05;71422.0;5.2;6.1
2021-12-10;79103.0;5.9;5.6
2021-12-16;77098.0;6.2;5.2
2021-12-20;81270.0;3.2;4.9
2021-12-23;78446.0;5.7;4.8
2018-01-07;66611.0;8.0;4.6
2018-01-11;77437.0;6.5;4.7
2018-01-19;76079.0;6.6;5.0
2018-01-21;66491.0;9.2;5.1
2018-02-03;73178.0;4.0;5.7
2018-02-06;87603.0;1.8;5.9
2018-02-18;69298.0;5.0;6.5
2018-02-24;77489.0;2.0;6.9
2018-03-03;73132.0;6.5;7.4
2018-03-04;68192.0;7.0;7.5
2018-03-05;74207.0;7.8;7.5
2018-03-17;67225.0;5.4;8.5
2018-03-22;78732.0;4.5;9.0
2018-03-23;75937.0;6.5;9.1
2018-03-26;70114.0;8.9;9.4
2018-03-28;69284.0;10.2;9.7
2018-03-30;70272.0;7.8;9.9
2018-04-10;61410.0;11.3;11.2
2018-04-13;61327.0;11.6;11.6
2018-04-16;57864.0;12.8;12.0
2018-04-23;52438.0;15.3;12.9
2018-04-28;49670.0;12.6;13.6
2018-04-29;49811.0;11.7;13.7
2018-05-08;46763.0;18.1;14.8
2018-05-10;47109.0;13.9;15.1
2018-05-15;58038.0;14.0;15.7
2018-05-17;55323.0;14.4;15.9
2018-05-23;53864.0;16.9;16.6
2018-06-01;53762.0;18.2;17.5
2018-06-02;47463.0;19.1;17.6
2018-06-10;45624.0;20.1;18.4
2018-06-15;53960.0;18.2;18.9
2018-06-20;56010.0;22.7;19.3
2018-06-24;45290.0;19.1;19.7
2018-06-29;55222.0;22.9;20.1
2018-07-04;57316.0;22.7;20.4
2018-07-10;56679.0;21.5;20.8
2018-07-11;55477.0;19.9;20.9
2018-07-13;56508.0;22.5;20.9
2018-07-17;55485.0;21.9;21.1
2018-07-19;56751.0;23.5;21.1
2018-07-21;48084.0;20.3;21.2
2018-07-24;56544.0;24.4;21.2
2018-08-02;55621.0;25.2;21.1
2018-08-10;48668.0;18.8;20.8
2018-08-20;51396.0;22.3;20.0
2018-08-24;51599.0;18.8;19.6
2018-08-31;53271.0;18.1;18.9
2018-09-05;54677.0;20.0;18.3
2018-09-06;54302.0;18.6;18.2
2018-09-07;53702.0;17.8;18.0
2018-09-11;54747.0;21.1;17.5
2018-09-12;55278.0;20.9;17.4
2018-09-20;54331.0;20.8;16.4
2018-09-23;45938.0;19.2;16.0
2018-09-25;54389.0;13.4;15.7
2018-09-26;55242.0;14.8;15.6
2018-10-01;55156.0;12.6;15.0
2018-10-13;48460.0;19.3;13.4
2018-10-23;59475.0;11.5;12.0
2018-10-24;59178.0;13.0;11.9
2018-10-26;59614.0;10.9;11.6
2018-10-31;68850.0;8.9;10.8
2018-11-03;61397.0;7.7;10.4
2018-11-04;58935.0;9.1;10.3
2018-11-08;67893.0;9.8;9.7
2018-11-12;64798.0;13.0;9.1
2018-11-14;66175.0;10.4;8.8
2018-11-17;63393.0;7.3;8.4
2018-11-20;80481.0;3.3;8.0
2018-11-22;77811.0;5.5;7.7
2018-11-24;65820.0;7.5;7.4
2018-11-25;66032.0;6.5;7.3
2018-12-04;68773.0;11.0;6.2
2018-12-06;68250.0;11.8;6.0
2018-12-11;77303.0;5.2;5.5
2018-12-13;84817.0;2.2;5.4
2018-12-18;78581.0;6.3;5.0
2018-12-26;73584.0;2.4;4.7
2020-01-06;78199.0;4.3;4.6
2020-01-10;71833.0;8.0;4.7
2020-01-20;82131.0;3.7;5.0
2020-01-23;82903.0;3.8;5.2
2020-01-27;77119.0;7.8;5.3
2020-02-02;58819.0;12.6;5.6
2020-02-22;63134.0;8.5;6.8
2020-02-27;75376.0;6.5;7.1
2020-03-04;74092.0;6.8;7.5
2020-03-11;64424.0;13.0;8.0
2020-03-13;66615.0;8.7;8.2
2020-03-14;59616.0;8.8;8.2
2020-03-17;59163.0;11.1;8.5
2020-03-22;52475.0;9.0;9.0
2020-03-24;56190.0;7.9;9.2
2020-03-26;58248.0;6.5;9.4
2020-04-09;47286.0;15.9;11.1
2020-04-13;44305.0;13.5;11.6
2020-04-17;47450.0;16.2;12.1
2020-04-18;43775.0;16.0;12.3
2020-04-23;48130.0;16.1;12.9
2020-04-24;46915.0;16.2;13.1
2020-04-26;42590.0;14.9;13.3
2020-04-29;50019.0;12.9;13.7
2020-05-01;45506.0;12.8;14.0
2020-05-04;49438.0;16.9;14.3
2020-05-05;49778.0;15.6;14.5
2020-05-09;42721.0;18.1;14.9
2020-05-12;52315.0;10.5;15.3
2020-05-16;45607.0;14.1;15.8
2020-05-17;43249.0;15.1;15.9
2020-05-23;43825.0;16.0;16.6
2020-05-26;49667.0;19.2;16.9
2020-06-06;45224.0;15.4;18.0
2020-06-28;44070.0;19.7;20.0
2020-07-07;53203.0;18.9;20.6
2020-07-09;54968.0;23.1;20.7
2020-07-10;54150.0;20.4;20.8
2020-07-24;53514.0;21.7;21.2
2020-08-01;47755.0;23.7;21.2
2020-08-05;49456.0;21.6;21.0
2020-08-06;50454.0;24.5;21.0
2020-08-07;51298.0;26.9;20.9
2020-08-11;52068.0;26.1;20.7
2020-08-12;51601.0;25.3;20.7
2020-08-13;49959.0;22.3;20.6
2020-08-14;49151.0;21.7;20.5
2020-08-22;46363.0;21.4;19.9
2020-08-25;52361.0;21.1;19.5
2020-08-26;52672.0;20.9;19.4
2020-08-27;52696.0;20.4;19.3
2020-08-28;52379.0;18.4;19.2
2020-08-31;51424.0;16.4;18.9
2020-09-06;44512.0;16.6;18.2
2020-09-09;53436.0;20.4;17.8
2020-09-13;44629.0;20.8;17.3
2020-09-14;53516.0;23.3;17.2
2020-09-15;54579.0;23.6;17.0
2020-09-20;44552.0;19.8;16.4
2020-09-23;52736.0;18.2;16.0
2020-09-25;53561.0;11.8;15.7
2020-09-27;50559.0;11.0;15.5
2020-10-07;58298.0;14.2;14.2
2020-10-08;56724.0;15.3;14.0
2020-10-14;63112.0;9.6;13.2
2020-10-17;57104.0;10.0;12.8
2020-10-26;63284.0;10.3;11.6
2020-10-28;62806.0;12.5;11.3
2020-11-01;51562.0;15.1;10.7
2020-11-16;62731.0;11.3;8.5
2020-11-28;60967.0;8.3;6.9
2020-12-07;79577.0;3.9;5.9
2020-12-16;71423.0;8.4;5.2
2020-12-18;68823.0;8.6;5.0
2020-12-19;62259.0;9.6;5.0
2020-12-25;63491.0;4.0;4.7
2020-12-28;72888.0;5.1;4.7
2020-12-30;73195.0;4.2;4.6
2015-01-02;75322.0;4.7;4.6
2015-01-12;77308.0;6.7;4.7
2015-01-18;72533.0;2.8;4.9
2015-01-23;85992.0;1.5;5.2
2015-01-26;82845.0;5.1;5.3
2015-01-28;82529.0;6.0;5.4
2015-01-30;82137.0;3.9;5.5
2015-02-18;78761.0;4.1;6.5
2015-02-21;72151.0;4.8;6.7
2015-02-25;75878.0;6.7;7.0
2015-03-03;72473.0;7.9;7.4
2015-03-06;75762.0;6.2;7.6
2015-03-08;60654.0;8.9;7.8
2015-03-13;68835.0;7.7;8.2
2015-03-16;71194.0;7.7;8.4
2015-03-17;70590.0;9.8;8.5
2015-03-21;63408.0;7.8;8.9
2015-03-23;70266.0;7.9;9.1
2015-04-02;68501.0;9.3;10.2
2015-04-03;66429.0;9.6;10.3
2015-04-04;60571.0;9.3;10.5
2015-04-09;63163.0;12.8;11.1
2015-04-15;54954.0;17.6;11.9
2015-04-21;55203.0;14.9;12.7
2015-04-23;55330.0;14.6;12.9
2015-04-26;47443.0;13.8;13.3
2015-05-05;55431.0;16.5;14.5
2015-05-13;54180.0;17.2;15.4
2015-05-18;53833.0;14.9;16.0
2015-05-23;49084.0;15.5;16.6
2015-05-30;48361.0;15.6;17.3
2015-05-31;46208.0;16.3;17.4
2015-06-12;55390.0;19.8;18.6
2015-06-26;56022.0;22.6;19.8
2015-07-05;48622.0;23.2;20.5
2015-07-07;58777.0;23.3;20.6
2015-07-08;56431.0;19.4;20.7
2015-07-12;46979.0;20.9;20.9
2015-07-16;58691.0;25.7;21.1
2015-07-20;56767.0;23.6;21.2
2015-07-21;58354.0;24.5;21.2
2015-07-27;53164.0;19.9;21.2
2015-07-28;53332.0;17.9;21.2
2015-08-02;44735.0;21.7;21.1
2015-08-06;51675.0;23.9;21.0
2015-08-11;49492.0;22.7;20.7
2015-08-14;48855.0;19.4;20.5
2015-08-18;49058.0;17.8;20.2
2015-08-21;50862.0;22.2;19.9
2015-08-22;46139.0;22.6;19.9
2015-08-25;52399.0;17.4;19.5
2015-09-03;54061.0;15.9;18.5
2015-09-05;47427.0;15.3;18.3
2015-09-09;54545.0;17.3;17.8
2015-09-10;54510.0;17.5;17.7
2015-09-11;54079.0;17.5;17.5
2015-09-15;55059.0;15.1;17.0
2015-09-23;56010.0;13.3;16.0
2015-09-25;54910.0;14.7;15.7
2015-10-01;56208.0;12.8;15.0
2015-10-05;56857.0;16.2;14.4
2015-10-09;57272.0;12.5;13.9
2015-10-10;50915.0;12.7;13.8
2015-10-17;58648.0;9.5;12.8
2015-10-21;65943.0;10.2;12.3
2015-10-29;63569.0;11.7;11.1
2015-10-30;61077.0;12.4;11.0
2015-11-07;52952.0;16.0;9.8
2015-11-08;51091.0;15.1;9.7
2015-11-09;60957.0;14.5;9.5
2015-11-14;58488.0;10.3;8.8
2015-11-22;66370.0;4.1;7.7
2015-11-24;80345.0;3.6;7.4
2015-12-02;73134.0;8.3;6.4
2015-12-18;66134.0;11.3;5.0
2015-12-19;59934.0;11.1;5.0
2015-12-22;65582.0;10.8;4.8
2016-01-15;82900.0;3.3;4.8
2016-01-22;85048.0;4.1;5.1
2016-01-23;70716.0;7.2;5.2
2016-01-26;74450.0;9.2;5.3
2016-01-28;74840.0;8.8;5.4
2016-02-03;76980.0;7.1;5.7
2016-02-05;71553.0;8.9;5.8
2016-02-10;78694.0;5.2;6.1
2016-02-20;68881.0;8.2;6.7
2016-02-22;71887.0;9.8;6.8
2016-03-13;64518.0;6.4;8.2
2016-03-15;73146.0;7.2;8.3
2016-03-16;76907.0;6.1;8.4
2016-03-20;63414.0;7.2;8.8
2016-03-22;68856.0;8.5;9.0
2016-04-02;61039.0;9.2;10.2
2016-04-22;57504.0;13.4;12.8
2016-05-10;54941.0;16.4;15.1
2016-05-12;55734.0;14.2;15.3
2016-05-13;55886.0;14.6;15.4
2016-05-19;56546.0;12.9;16.1
2016-06-06;52997.0;19.0;18.0
2016-06-09;53331.0;19.6;18.3
2016-06-18;47798.0;15.3;19.1
2016-06-19;45844.0;16.3;19.2
2016-06-20;53850.0;17.0;19.3
2016-06-21;55006.0;19.5;19.4
2016-06-28;54163.0;19.1;20.0
2016-07-04;54665.0;19.3;20.4
2016-07-07;56139.0;21.4;20.6
2016-07-14;46399.0;15.8;21.0
2016-07-17;47007.0;22.5;21.1
2016-07-23;47758.0;21.0;21.2
2016-07-24;46635.0;21.6;21.2
2016-07-28;54157.0;21.0;21.2
2016-08-01;50198.0;19.7;21.2
2016-08-05;49373.0;18.5;21.0
2016-08-10;48023.0;16.5;20.8
2016-08-15;44524.0;22.9;20.4
2016-08-16;50623.0;23.2;20.4
2016-08-17;50780.0;22.3;20.3
2016-08-19;50839.0;19.9;20.1
2016-08-22;51573.0;20.7;19.9
2016-08-26;55811.0;25.1;19.4
2016-08-28;46150.0;22.5;19.2
2016-08-29;54421.0;20.3;19.1
2016-08-30;55010.0;20.2;19.0
2016-09-02;55732.0;21.4;18.6
2016-09-13;56131.0;23.9;17.3
2016-09-14;55065.0;20.4;17.2
2016-09-15;54295.0;17.7;17.0
2016-10-07;58198.0;11.5;14.2
2016-10-13;65131.0;10.1;13.4
2016-10-23;55815.0;10.4;12.0
2016-10-26;62834.0;12.3;11.6
2016-10-29;55915.0;11.1;11.1
2016-10-31;57864.0;11.4;10.8
2016-11-04;67997.0;8.3;10.3
2016-11-08;77160.0;5.4;9.7
2016-11-11;64967.0;8.1;9.2
2016-11-15;73013.0;8.6;8.7
2016-11-20;59796.0;11.4;8.0
2016-11-25;69711.0;9.0;7.3
2016-11-30;80963.0;3.3;6.7
2016-12-04;71703.0;4.0;6.2
2016-12-06;78614.0;6.0;6.0
2016-12-08;78926.0;5.8;5.8
2016-12-12;78177.0;6.1;5.5
2016-12-13;77364.0;6.4;5.4
2016-12-17;69960.0;5.0;5.1
2016-12-18;70936.0;3.3;5.0
2016-12-19;81170.0;3.7;5.0
2016-12-20;80485.0;4.3;4.9
2016-12-24;63216.0;8.2;4.8
2016-12-25;60550.0;9.0;4.7
2019-01-01;64633.0;6.8;4.6
2019-01-18;83141.0;2.6;4.9
2019-01-24;88625.0;1.8;5.2
2019-01-26;72623.0;6.7;5.3
2019-02-07;78104.0;7.3;5.9
2019-02-12;80809.0;4.7;6.2
2019-02-13;81719.0;4.4;6.2
2019-02-14;80122.0;6.4;6.3
2019-02-20;74408.0;7.0;6.7
2019-03-04;69745.0;9.7;7.5
2019-03-11;69273.0;7.8;8.0
2019-03-14;72425.0;8.9;8.2
2019-03-22;66904.0;10.5;9.0
2019-03-28;64420.0;9.5;9.7
2019-03-30;53302.0;11.8;9.9
2019-04-03;65705.0;6.7;10.3
2019-04-07;55912.0;9.8;10.8
2019-04-23;54585.0;15.5;12.9
2019-04-25;57080.0;11.9;13.2
2019-05-02;56669.0;12.0;14.1
2019-05-15;54865.0;13.6;15.7
